minutesPlayed;appearances;started;goals;totalShots;shotsOnTarget;shotsOffTarget;blockedShots;assists;keyPasses;bigChancesCreated;bigChancesMissed;successfulDribbles;penaltiesWon;penaltiesTaken;penaltyGoals;offsides;tackles;interceptions;clearances;dribbledPast;penaltiesCommitted;fouls;wasFouled;aerialDuelsWon;groundDuelsWon;totalPasses;accuratePasses;accurateFinalThirdPasses;accurateLongBalls;accurateCrosses;possessionLost;dispossessed;yellowCards;redCards;tm_id;ss_id;season_origen;season_futuro_id;tipo_dato
1850;22;22;0;15;3;7;5;2;18;1;0;12;0;0;0;4;47;45;31;17;0;24;16;13;75;800;631;125;64;12;271;9;2;1;433698;887125;2020_2021;35813;futuro_real
1525;23;18;2;14;3;5;6;1;9;0;0;5;0;0;0;2;28;24;15;15;0;18;11;11;44;668;522;102;48;1;178;8;2;0;434192;883768;2020_2021;35813;futuro_real
490;16;3;3;26;10;10;6;2;11;2;1;10;1;0;0;4;6;2;1;3;0;7;15;8;31;178;133;68;10;3;106;12;2;0;439631;876929;2020_2021;35813;futuro_real
1309;16;14;0;5;2;3;0;0;1;0;0;7;1;0;0;1;17;18;49;8;1;16;19;28;43;544;433;46;56;0;127;2;3;0;441758;879621;2020_2021;35813;futuro_real
1110;14;12;1;13;5;5;3;1;5;1;0;4;0;0;0;0;19;17;32;6;0;24;8;30;31;524;402;106;46;2;174;8;2;1;44603;26874;2020_2021;35813;futuro_real
252;5;3;0;3;1;1;1;0;7;0;0;1;0;0;0;0;6;7;1;3;0;2;2;0;9;137;112;46;7;1;48;3;2;0;453044;846808;2020_2021;35813;futuro_real
375;16;1;1;14;4;6;4;2;14;2;1;14;1;0;0;1;6;1;0;4;0;13;14;1;34;139;108;60;7;11;85;10;1;0;483713;882860;2020_2021;35813;futuro_real
1662;24;20;4;34;9;12;13;4;37;5;0;24;0;0;0;3;19;14;4;12;0;20;52;8;95;626;497;173;23;26;297;36;0;0;483714;883296;2020_2021;35813;futuro_real
884;18;12;5;15;6;8;1;1;7;1;0;5;2;2;2;7;7;2;8;9;0;18;13;29;24;197;129;44;3;0;129;10;3;0;483715;883812;2020_2021;35813;futuro_real
1204;19;14;0;4;1;3;0;0;1;0;0;3;0;0;0;0;28;20;16;17;0;36;16;11;47;524;419;74;45;1;127;5;8;0;486265;882839;2020_2021;35813;futuro_real
1930;24;22;1;37;12;13;12;3;27;4;2;17;1;0;0;5;27;20;21;9;1;24;35;15;79;972;798;242;76;9;272;23;4;0;486641;879628;2020_2021;35813;futuro_real
631;8;7;0;2;2;0;0;0;2;0;0;7;0;0;0;0;13;8;9;4;0;13;3;6;23;201;143;26;8;4;124;11;3;0;489993;875661;2020_2021;35813;futuro_real
540;17;6;1;5;2;3;0;0;4;2;0;0;2;0;0;2;11;3;3;6;0;7;10;12;20;209;166;60;9;2;66;4;0;0;491560;975540;2020_2021;35813;futuro_real
630;7;7;0;5;2;2;1;0;0;0;0;0;0;0;0;0;3;12;36;3;0;8;6;14;8;234;156;22;33;0;87;1;3;0;492973;862216;2020_2021;35813;futuro_real
1060;19;11;0;5;1;2;2;0;5;1;0;3;0;0;0;0;37;16;24;31;0;40;20;11;59;468;367;84;45;1;130;7;8;1;494597;922869;2020_2021;35813;futuro_real
714;15;9;3;14;5;8;1;1;7;1;0;0;0;0;0;3;2;1;4;1;0;7;12;22;14;133;91;42;1;0;55;7;2;0;51225;35621;2020_2021;35813;futuro_real
545;15;5;0;8;1;2;5;1;17;2;2;6;0;0;0;0;7;2;3;7;0;5;10;3;23;367;314;110;20;12;98;9;2;0;516242;914294;2020_2021;35813;futuro_real
1293;17;14;0;5;1;3;1;0;1;0;0;1;0;0;0;0;18;22;53;2;1;14;19;36;37;781;627;48;74;0;159;1;5;1;528367;893067;2020_2021;35813;futuro_real
1799;24;24;3;41;12;16;13;2;31;6;1;21;0;0;0;7;33;11;9;19;0;27;42;8;95;476;302;119;15;15;374;35;4;0;537255;895364;2020_2021;35813;futuro_real
2144;28;24;10;74;32;29;13;8;40;9;2;13;0;2;2;9;32;6;45;10;0;49;42;74;87;671;450;218;44;4;385;55;3;0;53847;31175;2020_2021;35813;futuro_real
899;14;10;5;26;11;12;3;2;11;1;2;6;0;4;4;1;3;1;10;8;0;9;14;4;23;274;210;94;17;14;145;7;2;0;54594;790020;2020_2021;35813;futuro_real
1084;19;13;0;6;1;4;1;0;2;0;1;1;0;0;0;0;35;20;17;18;0;28;14;10;49;516;448;64;29;1;84;5;6;0;581201;924791;2020_2021;35813;futuro_real
1536;20;18;0;8;3;4;1;0;0;0;1;2;0;0;0;3;35;20;56;5;0;26;9;31;46;735;589;71;86;0;162;4;6;1;582098;924787;2020_2021;35813;futuro_real
1786;21;20;0;6;0;4;2;1;16;0;0;17;0;0;0;1;29;30;25;9;0;32;6;13;52;791;620;189;42;18;302;15;3;0;582319;924932;2020_2021;35813;futuro_real
736;16;7;4;21;10;8;3;0;16;3;3;22;0;0;0;6;12;6;1;5;1;17;32;2;66;199;152;80;13;7;183;28;2;0;582617;925154;2020_2021;35813;futuro_real
516;11;7;0;4;3;1;0;0;0;0;0;0;1;0;0;0;5;18;27;0;0;13;8;6;12;135;95;10;18;0;44;1;2;1;59947;38516;2020_2021;35813;futuro_real
1701;20;20;1;20;4;15;1;0;5;0;0;3;0;0;0;0;28;36;85;3;0;17;16;82;45;906;689;81;94;1;235;4;4;1;610248;943995;2020_2021;35813;futuro_real
615;10;10;0;5;2;1;2;0;7;0;1;7;0;0;0;2;8;1;2;2;0;4;26;2;41;247;185;47;18;5;126;16;2;1;63273;40927;2020_2021;35813;futuro_real
591;12;8;2;4;3;0;1;0;5;0;0;6;0;0;0;1;10;4;4;3;0;16;13;5;29;146;119;23;3;4;91;13;3;0;63451;26176;2020_2021;35813;futuro_real
2302;27;25;4;31;9;14;8;2;41;6;2;6;0;0;0;6;38;45;37;9;0;23;32;32;75;949;683;211;59;48;494;21;4;1;653364;973682;2020_2021;35813;futuro_real
759;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;35;4;0;11;1;16;11;327;277;15;27;0;55;1;2;0;653365;804780;2020_2021;35813;futuro_real
234;4;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;4;4;0;0;3;0;2;2;65;53;13;4;2;31;1;1;0;664863;957298;2020_2021;35813;futuro_real
1459;18;18;0;17;8;4;5;1;8;1;1;5;0;0;0;0;11;24;59;5;0;10;13;29;28;532;375;81;66;2;172;2;2;0;72659;33985;2020_2021;35813;futuro_real
1590;21;17;1;2;1;1;0;1;4;1;0;4;0;0;0;1;24;43;58;13;0;20;14;39;41;642;488;54;54;0;177;0;5;0;72672;33989;2020_2021;35813;futuro_real
1536;21;18;7;48;16;20;12;2;16;3;4;12;0;3;2;7;15;7;13;12;0;31;31;54;57;547;386;143;25;3;271;36;1;0;72984;34033;2020_2021;35813;futuro_real
941;16;11;2;9;5;2;2;1;24;0;0;8;0;0;0;1;16;0;9;4;0;14;20;12;44;522;413;131;30;9;180;20;0;1;73705;249599;2020_2021;35813;futuro_real
234;5;3;0;2;1;0;1;0;1;0;0;3;0;0;0;0;2;1;1;2;0;6;3;0;8;77;65;29;3;3;29;3;0;0;738715;1016979;2020_2021;35813;futuro_real
1761;24;21;11;59;28;26;5;6;24;4;6;18;0;1;0;6;3;1;27;7;0;34;21;56;38;476;326;148;15;6;266;41;2;0;738716;1016972;2020_2021;35813;futuro_real
2247;25;25;2;14;6;5;3;1;3;0;2;2;0;0;0;1;46;28;79;12;1;34;20;29;68;722;574;41;85;2;179;11;7;0;76605;107591;2020_2021;35813;futuro_real
2294;27;26;2;18;7;9;2;1;7;1;0;5;0;0;0;0;44;39;118;11;0;23;18;63;66;935;772;73;90;0;182;4;3;0;76717;249305;2020_2021;35813;futuro_real
812;16;8;0;2;0;1;1;0;0;0;0;0;0;0;0;0;12;10;31;2;0;13;3;12;15;381;298;39;62;0;93;1;3;0;76942;108190;2020_2021;35813;futuro_real
2051;27;23;8;47;18;20;9;10;42;13;4;31;2;2;1;22;21;4;1;10;0;40;45;28;97;881;700;300;32;16;349;27;4;0;82589;133862;2020_2021;35813;futuro_real
1235;18;15;1;8;3;4;1;0;18;0;0;18;0;0;0;0;15;23;25;6;0;14;18;20;51;482;332;131;66;20;239;8;1;0;84349;47413;2020_2021;35813;futuro_real
865;11;13;1;2;2;0;0;0;2;0;0;1;0;0;0;1;25;20;61;6;2;17;7;21;33;387;314;16;32;0;76;0;5;2;89576;819124;2020_2021;35813;futuro_real
493;12;4;2;9;4;4;1;0;5;1;4;2;0;2;1;2;3;1;4;2;0;5;14;9;19;111;75;32;2;0;60;6;1;0;90506;33798;2020_2021;35813;futuro_real
2003;23;23;4;19;10;7;2;0;5;0;0;1;1;0;0;3;19;31;93;4;2;28;18;63;38;895;743;38;56;1;162;3;7;1;90674;147293;2020_2021;35813;futuro_real
1393;17;15;9;45;20;18;7;2;10;0;10;3;0;2;1;8;5;1;11;3;0;23;29;53;34;227;154;59;3;0;112;19;0;0;94328;34031;2020_2021;35813;futuro_real
386;14;4;1;14;2;9;3;0;7;0;1;0;0;0;0;3;1;1;7;0;0;10;11;30;12;101;60;29;0;0;66;5;3;0;94364;946014;2020_2021;35813;futuro_real
360;14;1;1;8;5;2;1;1;8;1;1;4;0;0;0;0;8;2;4;3;0;7;7;5;19;144;110;44;7;6;70;14;1;1;94450;994148;2020_2021;35813;futuro_real
448;5;5;0;2;0;1;1;0;1;0;0;2;0;0;0;2;5;4;6;1;0;6;11;4;18;175;145;26;4;1;50;2;0;1;94451;1120309;2020_2021;35813;futuro_real
1373;20;15;0;9;4;3;2;0;5;0;0;5;0;0;0;3;39;34;64;19;0;30;22;36;66;580;381;76;107;4;236;11;4;1;94735;311734;2020_2021;35813;futuro_real
1352;25;13;5;35;14;13;8;1;17;3;2;5;0;0;0;14;9;6;14;3;0;20;24;46;35;361;260;132;10;0;173;15;3;0;94761;883299;2020_2021;35813;futuro_real
1617;21;19;0;6;3;1;2;0;8;0;0;1;0;0;0;3;29;30;42;10;0;40;10;17;40;479;350;80;24;3;207;10;7;1;94820;125100;2020_2021;35813;futuro_real
1461;18;16;2;12;4;6;2;0;4;0;2;8;1;0;0;0;18;36;27;10;0;20;14;24;40;674;547;83;40;1;147;7;4;0;95852;123238;2020_2021;35813;futuro_real
1592;22;19;11;33;17;13;3;4;26;3;6;3;1;3;3;10;8;5;17;4;0;29;21;83;30;412;256;101;8;1;212;16;0;0;96309;897009;2020_2021;35813;futuro_real
890;15;13;5;15;6;7;2;0;5;1;0;1;0;2;2;12;2;0;10;1;0;17;9;39;12;181;112;44;1;1;105;10;3;0;99329;46971;2020_2021;35813;futuro_real
2383;29;28;0;5;1;2;2;2;18;3;1;22;0;0;0;1;72;32;30;24;0;52;46;23;140;1246;1052;223;57;1;264;31;10;1;100197;162603;2021_2022;40118;futuro_real
2407;29;28;1;3;2;0;1;0;4;1;0;1;0;0;0;0;15;49;95;23;2;25;18;37;33;823;651;80;83;1;196;4;7;0;100497;46980;2021_2022;40118;futuro_real
2877;32;32;3;93;31;41;21;4;47;1;2;26;0;1;1;0;71;36;59;49;1;54;28;21;125;1972;1605;411;305;28;530;31;10;0;106283;220935;2021_2022;40118;futuro_real
931;19;9;5;22;12;9;1;0;14;2;5;2;0;0;0;7;8;4;12;4;0;25;13;51;23;203;129;51;0;0;106;4;2;0;111130;115187;2021_2022;40118;futuro_real
1043;27;8;2;21;6;11;4;1;26;1;0;16;0;0;0;3;8;7;1;12;0;8;18;1;42;501;403;133;47;14;218;26;2;1;119365;882851;2021_2022;40118;futuro_real
1079;18;11;7;27;9;14;4;0;7;0;4;2;0;1;1;15;4;2;18;5;1;24;20;31;26;219;137;45;6;0;130;11;3;0;120964;578352;2021_2022;40118;futuro_real
821;10;11;0;4;0;3;1;0;4;0;0;13;0;0;0;0;15;15;3;15;0;7;17;4;45;355;293;65;26;2;93;7;4;0;123418;107388;2021_2022;40118;futuro_real
2294;27;26;1;25;7;14;4;1;6;1;0;4;0;0;0;2;27;37;84;14;0;29;10;54;41;1214;963;112;139;1;271;1;9;0;124244;122618;2021_2022;40118;futuro_real
1721;30;21;8;29;14;10;5;10;55;11;1;12;0;4;4;1;16;9;2;16;0;31;16;7;44;785;561;216;65;40;401;24;3;0;126042;110856;2021_2022;40118;futuro_real
1413;34;9;9;45;17;20;8;0;18;1;5;13;0;0;0;8;12;3;13;1;0;19;24;23;49;332;249;96;12;0;177;20;0;0;127459;169935;2021_2022;40118;futuro_real
2420;27;27;1;12;4;8;0;0;10;0;1;23;0;0;0;0;81;56;99;14;5;48;13;42;117;894;671;98;90;3;296;8;12;1;140931;107596;2021_2022;40118;futuro_real
1550;31;15;2;39;13;16;10;2;26;1;5;35;2;0;0;10;22;4;3;7;0;25;35;8;92;287;180;120;2;15;258;15;6;0;149527;249875;2021_2022;40118;futuro_real
2776;31;31;0;13;2;10;1;1;6;1;0;1;0;0;0;6;25;51;140;6;2;28;12;69;38;956;743;37;109;0;223;3;3;0;149622;176285;2021_2022;40118;futuro_real
1799;25;19;0;8;2;5;1;2;16;2;0;10;0;0;0;1;42;20;39;17;0;43;10;24;62;813;694;123;44;2;147;5;10;1;170616;176289;2021_2022;40118;futuro_real
1065;15;14;7;33;11;15;7;7;15;5;0;18;0;2;2;9;10;1;14;3;0;30;34;58;59;228;133;42;11;0;185;32;4;2;178104;340349;2021_2022;40118;futuro_real
2489;31;29;5;79;27;33;19;8;85;12;2;33;0;0;0;8;38;13;10;18;0;36;62;26;133;1212;944;423;83;43;544;58;6;1;178893;590310;2021_2022;40118;futuro_real
2168;27;25;0;17;3;10;4;0;38;5;0;16;1;0;0;2;45;48;38;24;1;26;45;16;105;829;557;154;95;60;510;19;9;1;180911;789965;2021_2022;40118;futuro_real
2442;29;29;0;14;8;5;1;0;7;0;1;16;0;0;0;0;22;54;103;10;2;46;18;28;56;1223;998;106;96;2;291;24;9;1;189283;220921;2021_2022;40118;futuro_real
2248;26;26;0;14;2;8;4;1;16;1;0;10;0;0;0;1;37;35;72;14;0;25;29;24;75;875;633;212;102;11;411;30;6;0;195858;826377;2021_2022;40118;futuro_real
2649;35;30;11;61;30;22;9;10;77;9;4;34;0;2;2;6;37;22;9;19;0;44;67;22;136;921;645;261;37;73;656;55;3;0;196037;340077;2021_2022;40118;futuro_real
2321;37;29;9;57;25;23;9;3;26;3;4;15;0;0;0;5;28;11;6;6;0;26;24;24;66;1074;878;272;75;18;314;31;4;0;207246;249403;2021_2022;40118;futuro_real
2085;28;22;4;35;16;12;7;2;12;3;0;4;0;0;0;4;41;18;37;11;0;57;58;54;102;854;678;107;83;2;231;11;16;1;214719;220929;2021_2022;40118;futuro_real
1739;21;20;3;9;3;6;0;0;4;0;2;3;0;0;0;1;29;28;55;14;0;15;8;42;40;647;497;61;66;1;206;3;5;0;224670;339177;2021_2022;40118;futuro_real
2818;32;31;0;13;2;9;2;1;8;1;1;4;0;0;0;1;45;47;135;14;0;33;13;63;62;1091;848;82;119;1;258;0;6;0;242546;1100345;2021_2022;40118;futuro_real
2091;35;23;5;44;19;15;10;4;27;2;3;21;0;0;0;7;24;10;16;17;0;8;39;15;84;812;671;275;37;18;279;28;1;0;248094;828836;2021_2022;40118;futuro_real
509;9;4;0;1;0;1;0;0;0;0;0;2;0;0;0;3;8;3;14;0;0;13;9;13;19;213;174;13;15;1;49;5;3;0;249967;925232;2021_2022;40118;futuro_real
1837;33;21;3;39;14;15;10;5;22;6;3;17;0;1;1;17;27;9;17;12;0;37;40;41;84;503;379;144;6;5;267;31;4;0;249975;339843;2021_2022;40118;futuro_real
1325;18;15;0;8;3;4;1;1;18;2;0;6;0;0;0;1;32;24;16;36;0;31;14;3;52;514;369;128;36;16;258;10;5;2;250004;312270;2021_2022;40118;futuro_real
1438;31;14;3;22;6;11;5;2;10;1;0;1;0;0;0;2;29;15;15;19;0;39;21;28;50;709;578;127;62;1;155;8;5;2;250437;589448;2021_2022;40118;futuro_real
1773;31;16;0;10;2;4;4;0;10;0;0;14;0;0;0;0;46;43;46;27;0;24;11;22;71;940;739;176;63;4;286;15;4;0;260094;873704;2021_2022;40118;futuro_real
2392;31;26;1;32;2;20;10;7;66;6;1;14;0;0;0;4;40;30;40;18;2;35;12;28;66;919;703;204;78;49;452;14;9;1;260324;339163;2021_2022;40118;futuro_real
720;8;8;0;3;1;1;1;0;4;0;0;1;0;0;0;1;13;14;33;7;1;15;2;14;16;227;158;31;17;5;106;7;2;0;267549;589438;2021_2022;40118;futuro_real
1621;21;19;1;14;5;4;5;3;17;2;0;9;0;0;0;2;53;36;32;30;0;40;16;16;78;558;422;103;42;10;252;13;5;1;271676;590468;2021_2022;40118;futuro_real
2290;27;25;3;20;8;8;4;0;8;0;1;5;0;0;0;1;45;40;92;10;0;24;20;31;69;831;610;77;88;2;257;8;7;0;288320;602184;2021_2022;40118;futuro_real
826;20;9;0;8;1;6;1;0;10;2;3;3;0;0;0;0;18;19;9;5;0;15;11;9;32;262;202;42;18;9;121;6;2;0;292729;384658;2021_2022;40118;futuro_real
1666;21;18;9;31;11;13;7;2;21;3;2;14;1;0;0;4;16;4;9;12;0;24;51;8;81;417;320;140;30;9;217;30;7;0;312151;826380;2021_2022;40118;futuro_real
2771;31;31;3;22;6;10;6;3;26;3;3;14;0;0;0;0;51;47;62;22;1;32;20;23;85;919;667;193;67;22;402;14;10;1;320749;385418;2021_2022;40118;futuro_real
1217;24;13;2;27;7;17;3;0;15;0;1;13;1;0;0;7;17;5;11;5;2;22;25;30;54;286;199;91;10;9;180;17;2;0;325591;875662;2021_2022;40118;futuro_real
457;19;3;0;7;2;2;3;1;11;1;1;4;0;0;0;2;8;5;5;8;0;15;17;12;29;233;174;53;10;7;91;9;5;1;325706;883389;2021_2022;40118;futuro_real
1404;19;16;1;4;1;3;0;3;14;2;0;4;0;0;0;3;37;26;31;16;0;38;12;14;52;458;330;105;34;11;254;12;8;0;325711;790018;2021_2022;40118;futuro_real
1062;15;13;0;4;1;2;1;1;4;0;0;4;0;0;0;2;20;16;29;2;1;18;7;14;31;295;207;42;17;5;143;5;1;0;330691;339481;2021_2022;40118;futuro_real
297;4;2;1;4;2;1;1;0;12;0;0;1;0;0;0;1;5;1;0;2;0;3;3;3;9;196;155;50;9;4;75;4;1;0;334104;805267;2021_2022;40118;futuro_real
1585;30;22;2;21;6;10;5;0;15;1;0;6;1;0;0;3;28;15;17;14;0;20;26;17;60;464;348;121;38;13;237;16;4;1;356381;873703;2021_2022;40118;futuro_real
861;14;12;4;6;2;3;1;1;13;1;1;15;0;0;0;2;14;6;14;5;1;14;5;8;34;210;163;43;4;5;110;7;1;0;357124;805366;2021_2022;40118;futuro_real
516;8;7;0;2;1;1;0;1;2;1;0;2;0;0;0;0;10;15;14;9;0;10;7;4;19;152;97;23;8;2;87;1;4;0;368844;924924;2021_2022;40118;futuro_real
1392;16;15;2;6;2;3;1;1;5;2;0;2;0;0;0;1;10;23;42;1;1;21;13;29;25;566;473;42;81;0;106;2;7;0;375178;805270;2021_2022;40118;futuro_real
268;14;3;1;8;3;3;2;0;8;0;0;1;0;0;0;0;5;2;4;4;1;9;7;1;13;121;86;29;8;8;83;10;2;1;375364;805259;2021_2022;40118;futuro_real
68;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;2;10;5;2;2;0;9;1;0;0;390609;868711;2021_2022;40118;futuro_real
1749;29;18;12;65;25;33;7;1;13;0;7;20;0;0;0;15;16;11;8;8;0;17;32;24;68;287;188;76;10;6;240;28;1;0;420864;879629;2021_2022;40118;futuro_real
855;19;9;0;18;7;5;6;2;23;5;0;24;0;0;0;2;18;7;2;11;0;16;12;5;54;255;190;94;17;11;155;11;6;0;425260;1016015;2021_2022;40118;futuro_real
1699;21;20;2;9;5;2;2;1;8;2;2;27;0;0;0;1;42;23;18;17;0;40;24;8;92;1073;964;159;47;0;180;33;2;0;434955;883293;2021_2022;40118;futuro_real
2887;32;32;0;32;4;23;5;1;12;2;6;7;0;1;0;5;31;28;87;7;3;32;10;46;48;1435;1136;114;161;2;333;3;6;1;442677;896879;2021_2022;40118;futuro_real
1075;17;10;0;2;1;1;0;0;0;0;0;0;0;0;0;0;21;14;58;5;0;16;5;21;25;423;305;28;30;0;129;1;11;0;446662;883813;2021_2022;40118;futuro_real
1694;31;16;7;57;20;25;12;2;24;3;3;18;1;1;1;9;20;7;9;8;0;17;35;17;73;405;334;136;17;5;185;33;4;1;458461;1020999;2021_2022;40118;futuro_real
2128;26;24;0;14;3;5;6;1;16;2;0;26;0;0;0;3;63;46;47;20;2;34;34;16;122;588;452;109;29;25;309;16;7;0;473579;876928;2021_2022;40118;futuro_real
1273;27;14;3;41;15;16;10;4;16;6;2;14;1;1;1;10;33;6;8;14;0;29;55;20;101;317;225;98;9;13;214;32;6;0;475116;883142;2021_2022;40118;futuro_real
1850;30;24;1;7;1;4;2;4;34;6;0;29;0;0;0;6;45;24;20;12;0;13;20;11;94;790;603;168;40;13;349;12;0;0;477378;883396;2021_2022;40118;futuro_real
90;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;2;1;27;22;3;8;0;7;0;0;0;481192;876304;2021_2022;40118;futuro_real
950;30;9;6;33;15;11;7;1;16;1;3;4;0;0;0;20;8;2;9;3;0;13;13;33;25;247;169;56;7;1;127;9;2;0;483715;883812;2021_2022;40118;futuro_real
1498;21;17;0;0;0;0;0;1;8;0;0;5;0;0;0;0;53;34;52;22;1;16;11;17;69;677;507;93;60;4;230;9;5;0;486264;883339;2021_2022;40118;futuro_real
1225;17;14;1;11;4;6;1;0;9;1;0;6;0;0;0;0;33;23;25;12;0;23;5;16;44;491;358;83;39;10;220;13;5;0;489993;875661;2021_2022;40118;futuro_real
441;11;5;0;3;0;1;2;0;1;0;0;3;2;0;0;0;20;8;5;5;0;15;7;7;30;170;127;20;15;1;49;3;2;1;494597;922869;2021_2022;40118;futuro_real
891;18;10;7;21;9;8;4;0;8;1;5;1;0;0;0;8;6;0;11;3;0;11;13;55;20;153;97;37;2;1;83;4;2;1;51225;35621;2021_2022;40118;futuro_real
1471;20;17;0;21;6;11;4;4;30;5;1;14;0;0;0;0;17;2;4;11;0;19;32;5;63;668;526;190;61;31;305;27;2;0;516242;914294;2021_2022;40118;futuro_real
743;22;9;1;32;5;17;10;4;28;5;1;6;0;1;0;0;7;2;1;7;0;6;13;5;26;332;246;131;25;10;158;17;0;0;54594;790020;2021_2022;40118;futuro_real
2233;30;24;1;31;9;17;5;0;10;0;2;13;1;0;0;1;50;39;70;16;0;47;40;62;101;1161;905;129;91;1;320;15;6;1;56004;590448;2021_2022;40118;futuro_real
1200;14;15;3;6;1;5;0;0;8;0;0;5;0;2;2;1;42;19;25;34;0;22;18;4;65;473;382;57;48;0;116;11;7;2;581201;924791;2021_2022;40118;futuro_real
1226;16;16;1;8;3;5;0;0;1;0;1;2;0;0;0;1;17;32;48;4;0;12;5;11;24;319;247;26;47;0;85;1;8;0;59947;38516;2021_2022;40118;futuro_real
1530;25;16;1;12;1;6;5;0;13;0;0;7;0;0;0;1;30;21;15;13;0;30;22;10;59;603;481;92;45;0;178;15;7;0;621023;975924;2021_2022;40118;futuro_real
1790;27;21;2;26;6;11;9;0;17;1;1;34;0;0;0;3;41;12;6;20;0;29;28;7;103;612;496;190;27;10;267;31;5;0;628328;932088;2021_2022;40118;futuro_real
459;11;4;3;7;3;2;2;2;5;1;0;11;0;2;1;1;10;2;1;5;0;6;12;4;32;125;109;42;4;4;93;18;1;0;63451;26176;2021_2022;40118;futuro_real
2092;26;26;7;41;16;21;4;3;27;1;7;22;2;1;1;6;29;19;9;18;0;26;58;16;109;378;262;100;9;14;286;34;2;0;653476;973650;2021_2022;40118;futuro_real
947;12;13;2;9;2;4;3;0;8;0;0;5;0;0;0;1;20;21;26;9;1;12;8;9;33;285;207;40;22;4;123;1;3;0;653689;973635;2021_2022;40118;futuro_real
2100;30;27;4;37;16;17;4;2;37;4;2;19;0;1;0;2;33;15;26;19;0;36;48;26;100;684;516;188;32;31;358;35;6;1;662699;973664;2021_2022;40118;futuro_real
165;8;1;0;4;2;1;1;1;1;1;1;0;0;0;0;0;3;2;0;1;0;4;2;3;5;53;35;11;0;0;34;3;0;0;662708;988299;2021_2022;40118;futuro_real
323;9;4;0;0;0;0;0;0;1;0;0;2;0;0;0;0;4;6;8;1;1;4;4;5;10;151;118;9;10;1;45;1;2;0;664362;931772;2021_2022;40118;futuro_real
1284;34;10;9;55;22;19;14;0;15;0;6;8;3;3;2;8;2;2;6;3;0;27;43;13;53;252;197;96;4;2;150;29;1;0;670060;1090706;2021_2022;40118;futuro_real
1151;24;11;0;15;3;9;3;1;12;2;0;1;0;0;0;0;31;18;20;17;1;29;13;14;45;711;604;122;53;3;126;3;6;0;671538;975958;2021_2022;40118;futuro_real
1105;20;13;0;19;3;13;3;0;5;1;0;5;0;0;0;1;25;22;30;14;0;21;19;21;49;482;372;77;27;1;141;9;8;1;671879;1049088;2021_2022;40118;futuro_real
2058;32;21;2;27;7;16;4;2;49;4;2;27;0;0;0;2;84;21;20;17;1;41;78;9;189;1058;872;258;72;34;335;33;7;1;67439;974451;2021_2022;40118;futuro_real
2677;30;30;1;7;2;1;4;2;30;2;0;36;0;0;0;0;38;39;24;11;1;19;32;24;106;963;805;212;39;20;341;25;3;0;72971;26172;2021_2022;40118;futuro_real
2131;26;25;6;39;16;11;12;6;54;4;1;30;1;7;6;4;38;7;21;20;0;28;42;19;109;1050;816;306;76;35;399;26;7;0;73705;249599;2021_2022;40118;futuro_real
1175;23;14;0;6;0;1;5;1;9;0;0;16;1;0;0;6;21;16;10;9;0;25;47;7;84;430;338;83;24;4;216;15;3;0;741727;1018255;2021_2022;40118;futuro_real
561;12;7;1;3;1;2;0;0;1;0;0;0;0;0;0;0;8;8;22;6;0;14;5;6;13;271;207;15;23;0;69;2;3;0;789198;1017747;2021_2022;40118;futuro_real
2772;31;31;3;23;8;8;7;2;15;3;0;21;0;0;0;1;48;37;84;8;1;26;12;50;81;928;646;165;44;13;441;12;6;0;82566;38020;2021_2022;40118;futuro_real
876;11;11;0;5;0;2;3;0;2;0;0;1;0;0;0;1;14;8;57;3;2;7;5;12;20;329;258;26;34;0;84;4;4;0;82570;924643;2021_2022;40118;futuro_real
583;12;7;2;6;2;0;4;3;15;0;0;5;0;0;0;1;14;0;2;5;0;6;14;0;33;273;205;94;12;12;138;4;3;0;82577;38024;2021_2022;40118;futuro_real
1641;22;19;0;8;0;5;3;0;2;0;0;1;0;0;0;0;14;20;48;4;1;33;7;25;22;702;596;72;75;1;117;5;6;0;84506;47439;2021_2022;40118;futuro_real
1438;24;18;3;36;11;15;10;1;32;6;1;9;0;1;1;1;8;11;21;8;0;11;12;11;29;478;342;120;77;23;247;18;5;1;94406;73666;2021_2022;40118;futuro_real
659;11;6;0;2;2;0;0;0;2;0;1;2;0;0;0;0;27;12;22;12;1;13;2;7;31;220;167;28;11;0;68;4;5;0;94447;960216;2021_2022;40118;futuro_real
1738;24;19;4;17;7;5;5;0;6;0;0;7;0;0;0;3;45;33;68;26;1;21;21;32;72;609;417;79;60;1;234;13;6;0;94735;311734;2021_2022;40118;futuro_real
1976;26;22;15;64;28;27;9;2;31;1;6;2;0;2;2;19;9;3;4;8;1;32;33;31;44;418;312;127;7;0;187;16;1;2;94761;883299;2021_2022;40118;futuro_real
996;16;13;2;17;10;7;0;1;21;3;3;7;0;2;1;1;25;14;4;20;0;16;26;7;58;778;690;219;62;16;173;13;6;0;94880;46988;2021_2022;40118;futuro_real
